0.090104,0.0418695397675,0.090104,0.0
0.190176,0.176754951477,0.190176,0.0925925895572
0.290184,4.62452030182,0.290184,4.59069824219
0.390184,6.83972072601,0.390184,7.12328720093
0.490184,7.75529193878,0.490184,10.7128610611
0.590144,7.01374769211,0.590144,16.7316932678
0.690144,6.34310865402,0.690144,22.391746521
0.790144,5.7365937233,0.790144,27.4669570923
0.890144,5.18807268143,0.890144,32.0550994873
0.990144,4.6920003891,0.990144,36.2076797485
1.090144,4.24336099625,1.090144,39.9169044495
1.190144,3.83761954308,1.190144,43.2714576721
1.290144,3.47067451477,1.290144,46.3515548706
1.390144,3.13881611824,1.390144,49.1367034912
1.490144,2.83868908882,1.490144,51.655090332
1.590144,2.56725931168,1.590144,53.9326782227
1.690144,2.32178354263,1.690144,55.9924850464
1.790144,2.09977936745,1.790144,57.8553352356
1.890144,1.8990033865,1.890144,59.5400733948
1.990144,1.71742463112,1.990144,61.0641555786
2.090144,1.55320811272,2.090144,62.3966560364
2.190144,1.40469372272,2.190144,63.6017456055
2.290144,1.27037990093,2.290144,64.6920547485
2.390144,1.14890897274,2.390144,65.7203979492
2.490144,1.03905284405,2.490144,66.6508560181
2.590144,0.939700961113,2.590144,67.4927597046
2.690148,0.849848747253,2.690148,68.2537307739
2.790144,0.768588006496,2.790144,68.9428329468
2.890148,0.695097148418,2.890148,69.5673904419
2.990144,0.628633499146,2.990144,70.1317672729
3.090144,0.568525016308,3.090144,70.6408309937
3.190144,0.514163792133,3.190144,71.1039123535
3.290144,0.465000629425,3.290144,71.5204696655
3.390148,0.420538336039,3.390148,71.8994369507
3.490144,0.380327373743,3.490144,72.2408370972
3.590144,0.343961298466,3.590144,72.548248291
3.090096,0.00205332553014,3.090096,0.0
3.190096,0.00185699085705,3.190096,0.0
3.290096,0.00167942943517,3.290096,0.0
3.390096,0.00151884602383,3.390096,0.0
3.490096,0.00137361721136,3.490096,0.0
3.590096,0.00124227488413,3.590096,0.0
3.690096,0.001123491209,3.690096,0.0
3.790096,0.00101606547832,3.790096,0.0
3.890096,0.000918911711778,3.890096,0.0
3.990096,0.000831047305837,3.990096,0.0
4.090096,0.000751584360842,4.090096,0.0
4.190096,0.000679719494656,4.190096,0.0
4.290096,0.000614726217464,4.290096,0.0
4.390096,0.000555947422981,4.390096,0.0
4.490096,0.000502788985614,4.490096,0.0
4.590096,0.000454713386716,4.590096,0.0
4.690096,0.000411234679632,4.690096,0.0
4.790096,0.000371913338313,4.790096,0.0
4.890096,0.000336351833539,4.890096,0.0
4.990096,0.000304190616589,4.990096,0.0
5.090096,0.000275104510365,5.090096,0.0
5.190096,0.000248799595283,5.190096,0.0
5.290096,0.000225009905989,5.290096,0.0
5.390096,0.000203494957532,5.390096,0.0
5.490096,0.000184037198778,5.490096,0.0
5.590096,0.000166439946042,5.590096,0.0
5.690096,0.000150525331264,5.690096,0.0
5.790096,0.000136132410262,5.790096,0.0
5.890096,0.00012311572209,5.890096,0.0
5.990096,0.000111343651952,5.990096,0.0
6.090096,0.000100697230664,6.090096,0.0
6.190096,9.10687813303e-05,6.190096,0.0
6.290096,8.23609880172e-05,6.290096,0.0
6.390096,7.44858116377e-05,6.390096,0.0
6.490096,6.73636313877e-05,6.490096,0.0
6.590096,6.09224662185e-05,6.590096,0.0
6.690096,5.50971890334e-05,6.690096,0.0
6.790096,4.98289155075e-05,6.790096,0.0
6.890096,4.50643819931e-05,6.890096,0.0
6.990096,4.07554216508e-05,6.990096,0.0
7.090096,3.68584769603e-05,7.090096,0.0
7.190096,3.33341413352e-05,7.190096,0.0
7.290096,3.01468007819e-05,7.290096,0.0
7.390096,2.72642264463e-05,7.390096,0.0
7.490096,2.4657278118e-05,7.490096,0.0
7.590096,2.22996022785e-05,7.590096,0.0
7.690096,2.01673628908e-05,7.690096,0.0
7.790096,1.82390049304e-05,7.790096,0.0
7.890096,1.64950288308e-05,7.890096,0.0
7.990096,1.49178094944e-05,7.990096,0.0
8.090096,1.34914007504e-05,8.090096,0.0
8.190096,1.22013825603e-05,8.190096,0.0
8.290096,1.10347127702e-05,8.290096,0.0
8.390096,9.97959705273e-06,8.390096,0.0
8.490096,9.02536976355e-06,8.490096,0.0
8.590096,8.16238298285e-06,8.590096,0.0
8.690096,7.38191283745e-06,8.690096,0.0
8.790096,6.67607082505e-06,8.790096,0.0
8.890096,6.03771923124e-06,8.890096,0.0
8.990096,5.46040564586e-06,8.990096,0.0
9.090096,4.93829338666e-06,9.090096,0.0
9.190096,4.46610420113e-06,9.190096,0.0
9.290096,4.03906506108e-06,9.290096,0.0
9.390096,3.65285836779e-06,9.390096,0.0
9.490096,3.30357988787e-06,9.490096,0.0
9.590096,2.98769873552e-06,9.590096,0.0
9.690096,2.70202144748e-06,9.690096,0.0
9.790096,2.4436599233e-06,9.790096,0.0
9.890096,2.21000277634e-06,9.890096,0.0
9.990096,1.99868691197e-06,9.990096,0.0
10.090096,1.80757683665e-06,10.090096,0.0
10.190096,1.63473998782e-06,10.190096,0.0
10.290096,1.4784296809e-06,10.290096,0.0
10.390096,1.33706566885e-06,10.390096,0.0
10.490096,1.20921856706e-06,10.490096,0.0
10.590096,1.09359575617e-06,10.590096,0.0
10.690096,9.89028421827e-07,10.690096,0.0
10.790096,8.94459560641e-07,10.790096,0.0
10.890096,8.0893340737e-07,10.890096,0.0
10.990096,7.31584975711e-07,10.990096,0.0
11.090096,6.61632441279e-07,11.090096,0.0
11.190096,5.98368671945e-07,11.190096,0.0
11.290096,5.41153951872e-07,11.290096,0.0
11.390096,4.89409956117e-07,11.390096,0.0
11.490096,4.4261361154e-07,11.490096,0.0
11.590096,4.00291867209e-07,11.590096,0.0
11.690096,3.62016862709e-07,11.690096,0.0
11.790096,3.27401579625e-07,11.790096,0.0
11.890096,2.96096146712e-07,11.890096,0.0
11.990096,2.67784088237e-07,11.990096,0.0
12.090096,2.42179197585e-07,12.090096,0.0
12.190096,2.19022552983e-07,12.190096,0.0
12.290136,1.98080101654e-07,12.290136,3.1348760128
12.390136,1.79140130285e-07,12.390136,10.0518274307
12.49014,1.62011133398e-07,12.49014,16.3487930298
12.590136,1.46519965938e-07,12.590136,22.0013599396
12.69014,1.32510052708e-07,12.69014,27.1561889648
12.79014,1.19839725699e-07,12.79014,31.8185596466
12.89014,1.08380923791e-07,12.89014,36.0351333618
12.99014,9.80177787824e-08,12.99014,39.8485374451
13.09014,8.86455353566e-08,13.09014,43.2977600098
13.19014,8.016944264e-08,13.19014,46.4180641174
13.29014,7.25038162841e-08,13.29014,49.2404518127
13.39014,6.55711573927e-08,13.39014,51.7475509644
13.49014,5.93013851358e-08,13.49014,54.0158348083
13.59014,5.36311155486e-08,13.59014,56.1104049683
13.69014,4.85030220432e-08,13.69014,58.0060310364
13.79014,4.38652634216e-08,13.79014,59.6754379272
13.89014,3.96709616268e-08,13.89014,61.1856765747
13.99014,3.58777079157e-08,13.99014,62.59557724
14.09014,3.24471614022e-08,14.09014,63.8266067505
14.19014,2.93446333899e-08,14.19014,64.938583374
14.29014,2.65387658516e-08,14.29014,65.9469070435
14.39014,2.40011850394e-08,14.39014,66.857925415
14.49014,2.17062439134e-08,14.49014,67.6809463501
14.59014,1.96307432532e-08,14.59014,68.424369812
14.69014,1.775369185e-08,14.69014,69.1416778564
10.490104,67.7735671997,10.490104,0.0
10.590108,68.5531082153,10.590108,0.0
10.690108,69.2594223022,10.690108,0.0
10.790108,69.8527908325,10.790108,0.0
10.890108,70.4335250854,10.890108,0.0
10.99012,70.9600524902,10.99012,0.0
11.090108,71.3912658691,11.090108,0.0
